,Birthplace,DOB,Name,credits,wins,age
483,"Wallace, Idaho, USA",1921-2-8,Lana Turner,59.0,"Nominated for
        1
        Oscar.",94.7871321013
484,"Abilene, Texas, USA",1934-1-21,Ann Wedgeworth,53.0,1 win & 2 nominations.,81.8370978782
485,"Mountain View, Arkansas, USA",1904-11-14,Dick Powell,73.0,4 wins & 1 nomination.,111.022587269
486,"Halifax, Nova Scotia, Canada",1910-8-25,Ruby Keeler,20.0,3 wins.,105.245722108
487,"Milwaukee, Wisconsin, USA",1899-11-11,Pat O'Brien,149.0,4 wins.,116.030116359
488,"Birkenhead, Cheshire, England, UK",1936-5-9,Glenda Jackson,53.0,"Won
        2
        Oscars.",79.5400410678
489,"Bradford, Yorkshire, England, UK",1934-10-20,Timothy West,130.0,1 win & 2 nominations.,81.0924024641
490,"Harrow, London, England, UK",1990-4-23,Dev Patel,15.0,"Nominated for
        1
        BAFTA Film Award.",25.5852156057
491,"Bombay, Maharashtra, India [now Mumbai, Maharashtra, India]",1984-10-18,Freida Pinto,14.0,"Nominated for
        1
        BAFTA Film Award.",31.0965092402
492,"Santa Monica, California, USA",1951-7-8,Anjelica Huston,85.0,"Won
        1
        Oscar.",64.3778234086
493,"Evanston, Illinois, USA",1966-6-28,John Cusack,78.0,"Nominated for
        1
        Golden Globe.",49.4045174538
494,"London, England, UK",1982-1-6,Eddie Redmayne,24.0,"Won
        1
        Oscar.",33.87816564
495,"Birmingham, West Midlands, England, UK",1983-10-17,Felicity Jones,35.0,"Nominated for
        1
        Oscar.",32.1013004791
496,"Newark, New Jersey, USA",1971-1-2,Taye Diggs,48.0,7 wins & 18 nominations.,44.8898015058
497,"Brooklyn, New York, USA",1970-10-30,Nia Long,51.0,7 wins & 12 nominations.,45.0650239562
498,"Cerritos, California, USA",1969-1-1,Morris Chestnut,49.0,2 wins & 4 nominations.,46.8911704312
499,"Cape Town, South Africa",1900-6-13,Ian Hunter,103.0,0,115.44421629
500,"Cowes, Isle of Wight, England, UK",1948-9-19,Jeremy Irons,88.0,"Won
        1
        Oscar.",67.1759069131
501,"Greenwich, Connecticut, USA",1947-3-19,Glenn Close,76.0,"Nominated for
        6
        Oscars.",68.681724846
502,"New York City, New York, USA",1946-7-2,Ron Silver,85.0,"Nominated for
        2
        Primetime Emmys.",69.3935660507
503,"Terrell, Texas, USA",1967-12-13,Jamie Foxx,44.0,"Won
        1
        Oscar.",47.9452429843
504,"Los Angeles, California, USA",1971-1-15,Regina King,46.0,"Won
        1
        Primetime Emmy.",44.8542094456
505,"The Bronx, New York City, New York, USA",1977-1-31,Kerry Washington,48.0,"Nominated for
        1
        Golden Globe.",38.8090349076
506,"Evanston, Illinois, USA",1930-10-8,James Olson,93.0,0,85.1252566735
507,"Tokyo, Japan",1938-12-16,Liv Ullmann,58.0,"Nominated for
        2
        Oscars.",76.9363449692
508,"Youngstown, Ohio, USA",1943-12-23,Elizabeth Hartman,15.0,"Nominated for
        1
        Oscar.",71.9178644764
509,"Temple, Texas, USA",1931-2-6,Rip Torn,188.0,"Nominated for
        1
        Oscar.",84.7939767283
510,"New York City, New York, USA",1960-9-14,Melissa Leo,121.0,"Won
        1
        Oscar.",55.189596167
511,"Kalispell, Montana, USA",1982-7-6,Misty Upham,18.0,4 wins & 6 nominations.,33.3826146475
512,"West Chester, Pennsylvania, USA",1990-4-6,Charlie McDermott,27.0,3 nominations.,25.6317590691
513,"Shirebrook, Derbyshire, England, UK",1940-1-22,John Hurt,201.0,"Nominated for
        2
        Oscars.",75.8357289528
514,"Berlin, Germany",1961-1-24,Nastassja Kinski,70.0,"Won
        1
        Golden Globe.",54.8281998631
515,"Bradford, Yorkshire, England, UK",1953-10-27,Peter Firth,92.0,"Nominated for
        1
        Oscar.",62.0725530459
516,"Lund, Skåne län, Sweden",1929-4-10,Max von Sydow,154.0,"Nominated for
        2
        Oscars.",86.6201232033
517,"Trinidad, British West Indies [now Trinidad and Tobago]",1913-10-17,Marian Marsh,44.0,0,102.099931554
518,"London, England, UK",1875-10-26,H.B. Warner,137.0,"Nominated for
        1
        Oscar.",140.073921971
519,"Jamesport, Missouri, USA",1912-9-22,Martha Scott,93.0,"Nominated for
        1
        Oscar.",103.167693361
520,"Tivoli Road, Cheltenham, Gloucestershire, England, UK",1902-12-19,Ralph Richardson,85.0,"Nominated for
        2
        Oscars.",112.928131417
521,"Dracut, Massachusetts, USA",1914-3-20,Wendell Corey,78.0,1 win.,101.678302533
522,"Johannesburg, South Africa",1973-11-27,Sharlto Copley,16.0,11 nominations.,41.9876796715
523,"San Juan, Puerto Rico",1940-3-9,Raul Julia,47.0,"Won
        1
        Golden Globe.",75.7070499658
524,"Queens, New York City, New York, USA",1943-3-31,Christopher Walken,129.0,"Won
        1
        Oscar.",72.6488706366
525,"Manciano La Misericordia, Castiglion Fiorentino, Tuscany, Italy",1952-10-27,Roberto Benigni,29.0,"Won
        1
        Oscar.",63.0718685832
526,"Cesena, Emilia-Romagna, Italy",1960-4-19,Nicoletta Braschi,18.0,2 wins & 6 nominations.,55.5947980835
527,"Orvieto, Umbria, Italy",1992-4-12,Giorgio Cantarini,6.0,1 nomination.,23.613963039
528,"New York City, New York, USA",1929-12-9,John Cassavetes,80.0,"Nominated for
        3
        Oscars.",85.954825462
529,"Quincy, Massachusetts, USA",1896-10-30,Ruth Gordon,42.0,"Won
        1
        Oscar.",119.06091718
530,"Canterbury, Kent, England, UK",1977-1-13,Orlando Bloom,40.0,23 wins & 22 nominations.,38.8583162218
531,"South Orange, New Jersey, USA",1959-7-26,Kevin Spacey,79.0,"Won
        2
        Oscars.",56.3285420945
532,"Los Angeles, California, USA",1982-3-11,Thora Birch,44.0,"Nominated for
        1
        Golden Globe.",33.7029431896
533,"Simi Valley, California, USA",1991-11-15,Shailene Woodley,30.0,"Nominated for
        1
        Golden Globe.",24.0219028063
534,"Lafayette, Indiana, USA",1965-8-11,Embeth Davidtz,39.0,1 win & 1 nomination.,50.2833675565
535,"Boston, Massachusetts, USA",1972-6-28,Alessandro Nivola,41.0,5 wins & 6 nominations.,43.4031485284
536,1983,1983-10-3,Achmed Akkabi,21.0,1 win & 1 nomination.,32.1396303901
537,"The Hague, Zuid-Holland, Netherlands",1979-10-9,Georgina Verbaan,55.0,4 wins & 3 nominations.,36.1232032854
538,"Sunrise Township, Minnesota, USA",1914-12-26,Richard Widmark,75.0,"Nominated for
        1
        Oscar.",100.908966461
539,"El Centro, California, USA",1946-5-20,Cher,20.0,"Won
        1
        Oscar.",69.5112936345
540,"Lowell, Massachusetts, USA",1931-6-20,Olympia Dukakis,115.0,"Won
        1
        Oscar.",84.4271047228
541,"Smyrna, Georgia, USA",1967-10-28,Julia Roberts,54.0,"Won
        1
        Oscar.",48.0711841205
542,"Salford, Greater Manchester, England, UK",1936-5-9,Albert Finney,64.0,"Nominated for
        5
        Oscars.",79.5400410678
543,USA,1952-6-26,David Brisbin,67.0,0,63.40862423
544,"Concord, California, USA",1951-9-25,Mark Hamill,278.0,11 wins & 11 nominations.,64.1615331964
545,"Beverly Hills, Los Angeles, California, USA",1956-10-21,Carrie Fisher,87.0,"Nominated for
        2
        Primetime Emmys.",59.0882956879
546,"Pasadena, California, USA",1946-11-6,Sally Field,63.0,"Won
        2
        Oscars.",69.0458590007
547,"Chicago, Illinois, USA",1945-8-16,Bob Balaban,104.0,"Nominated for
        1
        Oscar.",70.2696783025
548,"Worcester, Massachusetts, USA",1879-11-15,Lewis Stone,153.0,"Nominated for
        1
        Oscar.",136.019164956
549,"Lynn, Massachusetts, USA",1899-9-9,Neil Hamilton,162.0,1 win.,116.202600958
550,"New York City, New York, USA",1906-5-1,Rose Hobart,49.0,0,109.563312799
551,"Westchester County, New York, USA",1932-10-4,Felicia Farr,43.0,0,83.1348391513
552,"Las Palmas de Gran Canaria, Gran Canaria, Canary Islands, Spain",1969-3-1,Javier Bardem,55.0,"Won
        1
        Oscar.",46.7296372348
553,"Los Angeles, California, USA",1968-2-12,Josh Brolin,60.0,"Nominated for
        1
        Oscar.",47.7782340862
554,"Connemara, County Galway, Ireland",1932-8-2,Peter O'Toole,96.0,"Nominated for
        8
        Oscars.",83.3073237509
555,"Edinburgh, Scotland, UK",1900-10-9,Alastair Sim,67.0,"Nominated for
        1
        BAFTA Film Award.",115.121149897
556,"Hayfield, Derbyshire, England, UK",1915-9-22,Arthur Lowe,130.0,"Won
        1
        BAFTA Film Award.",100.169746749
557,"San Francisco, California, USA",1946-7-22,Danny Glover,171.0,"Nominated for
        4
        Primetime Emmys.",69.3388090349
558,"Kosciusko, Mississippi, USA",1954-1-29,Oprah Winfrey,23.0,"Nominated for
        2
        Oscars.",61.8151950719
559,"Detroit, Michigan, USA",1941-4-5,Michael Moriarty,85.0,"Won
        1
        Golden Globe.",74.6338124572
560,"Naples, Campania, Italy",1920-1-7,Vincent Gardenia,109.0,"Nominated for
        2
        Oscars.",95.8767967146
561,"Palisades, New Jersey, USA",1910-2-27,Joan Bennett,98.0,"Nominated for
        1
        Primetime Emmy.",105.735797399
562,"San Diego, California, USA",1931-1-5,Robert Duvall,141.0,"Won
        1
        Oscar.",84.8815879535
563,"San Diego, California, USA",1960-12-9,Todd Allen,56.0,0,54.9541409993
564,"Paddington, London, England, UK",1959-4-15,Emma Thompson,67.0,"Won
        2
        Oscars.",56.6078028747
565,"Ilford, Essex, England, UK",1934-12-28,Maggie Smith,80.0,"Won
        2
        Oscars.",80.9034907598
566,"New Castle, Delaware, USA",1974-9-10,Ryan Phillippe,52.0,9 wins & 14 nominations.,41.2019164956
567,"Dublin, Ireland",1940-10-19,Michael Gambon,151.0,"Nominated for
        1
        Golden Globe.",75.0937713895
568,"Omaha, Nebraska, USA",1941-2-8,Nick Nolte,99.0,"Nominated for
        3
        Oscars.",74.7871321013
569,"Laurel, Nebraska, USA",1928-8-31,James Coburn,173.0,"Won
        1
        Oscar.",87.227926078
570,"Kenosha, Wisconsin, USA",1908-5-31,Don Ameche,91.0,"Won
        1
        Oscar.",107.47980835
571,"Salt Lake City, Utah, USA",1934-9-27,Wilford Brimley,74.0,1 win & 2 nominations.,81.1553730322
572,"London, Ontario, Canada",1911-7-18,Hume Cronyn,87.0,"Nominated for
        1
        Oscar.",104.350444901
573,"San Francisco, California, USA",1949-1-26,David Strathairn,119.0,"Nominated for
        1
        Oscar.",66.8227241615
574,"New Orleans, Louisiana, USA",1959-12-29,Patricia Clarkson,82.0,"Nominated for
        1
        Oscar.",55.9014373717
575,"Nashville, Tennessee, USA",1912-2-4,James Craig,105.0,0,103.800136893
576,"Los Angeles, California, USA",1946-1-5,Diane Keaton,64.0,"Won
        1
        Oscar.",69.8809034908
577,"Mill Valley, California, USA",1961-11-22,Mariel Hemingway,58.0,"Nominated for
        1
        Oscar.",54.0013689254
578,"Mars, Pennsylvania, USA",1918-4-7,William Eythe,23.0,0,97.6290212183
579,"Williamsburg, Brooklyn, New York City, New York, USA",1942-4-24,Barbra Streisand,20.0,"Won
        2
        Oscars.",73.582477755
580,"New York City, New York, USA",1903-11-19,Nancy Carroll,47.0,"Nominated for
        1
        Oscar.",112.010951403
581,"Washington, District of Columbia, USA",1950-3-20,William Hurt,98.0,"Won
        1
        Oscar.",65.6783025325
582,"Morton Grove, Illinois, USA",1965-8-24,Marlee Matlin,56.0,"Won
        1
        Oscar.",50.2477754962
583,"Detroit, Michigan, USA",1932-1-22,Piper Laurie,114.0,"Nominated for
        3
        Oscars.",83.8357289528
584,"Portland, Oregon, USA",1929-4-1,Jane Powell,45.0,1 win.,86.6447638604
585,"Gillespie, Illinois, USA",1919-4-13,Howard Keel,49.0,3 wins & 2 nominations.,96.6132785763
586,"Portland, Oregon, USA",1924-11-1,Jeff Richards,41.0,"Won
        1
        Golden Globe.",91.0581793292
587,"Los Angeles, California, USA",1940-1-27,James Cromwell,173.0,"Nominated for
        1
        Oscar.",75.8220396988
588,"Liverpool, England, UK",1961-4-12,Magda Szubanski,37.0,3 wins & 8 nominations.,54.6146475017
589,"Layton, Utah, USA",1963-8-16,Christine Cavanaugh,76.0,2 wins & 2 nominations.,52.2710472279
590,"Nottingham, Nottinghamshire, England, UK",1977-5-13,Samantha Morton,47.0,"Nominated for
        2
        Oscars.",38.5297741273
591,"Châteauroux, Indre, France",1948-12-27,Gérard Depardieu,214.0,"Nominated for
        1
        Oscar.",66.9048596851
592,"Amiens, Somme, France",1966-11-22,Anne Brochet,40.0,2 wins & 3 nominations.,49.0020533881
593,"Lausanne, Vaud, Switzerland",1964-6-10,Vincent Perez,63.0,3 wins & 9 nominations.,51.4524298426
594,"New York City, New York, USA",1924-2-19,Lee Marvin,107.0,"Won
        1
        Oscar.",91.7590691307
595,"Philadelphia, Pennsylvania, USA",1935-11-22,Michael Callan,89.0,"Won
        1
        Golden Globe.",80.0027378508
596,"Huddersfield, West Yorkshire, England, UK",1982-1-1,Jodie Whittaker,45.0,6 nominations.,33.8918548939
597,"Tottenham, London, England, UK",1924-4-20,Leslie Phillips,167.0,"Nominated for
        1
        BAFTA Film Award.",91.5920602327
598,"Campgaw, New Jersey, USA",1910-8-12,Jane Wyatt,93.0,"Won
        3
        Primetime Emmys.",105.281314168
599,"Brooklyn, New York City, New York, USA",1886-3-18,Edward Everett Horton,179.0,1 win.,129.681040383
600,"New York City, New York, USA",1910-3-8,Claire Trevor,87.0,"Won
        1
        Oscar.",105.711156742
601,"Roosevelt, Utah, USA",1920-10-13,Laraine Day,78.0,1 win.,95.1101984942
602,"Montgomery, Alabama, USA",1935-11-7,Billy Green Bush,69.0,1 nomination.,80.0438056126
603,"Stockholm, Stockholms län, Sweden",1955-3-22,Lena Olin,50.0,"Nominated for
        1
        Oscar.",60.6735112936
604,"Chelsea, London, England, UK",1939-1-9,Susannah York,106.0,"Nominated for
        1
        Oscar.",76.8706365503
605,"Brooklyn, New York, USA",1942-4-9,Brandon De Wilde,41.0,"Nominated for
        1
        Oscar.",73.6235455168
606,"New York City, New York, USA",1896-1-21,J. Carrol Naish,222.0,"Nominated for
        2
        Oscars.",119.835728953
607,"Kansas City, Missouri, USA",1885-4-1,Wallace Beery,241.0,"Won
        1
        Oscar.",130.64202601
608,"Cardston, Alberta, Canada",1907-9-15,Fay Wray,123.0,4 wins.,108.188911704
609,"Prievidza, Hungary [now Slovakia]",1912-10-13,Cornel Wilde,69.0,"Nominated for
        1
        Oscar.",103.110198494
610,"Fairport, New York, USA",1967-7-23,Philip Seymour Hoffman,65.0,"Won
        1
        Oscar.",48.3367556468
611,"Jersey City, New Jersey, USA",1930-9-26,Philip Bosco,92.0,2 wins & 1 nomination.,85.158110883
612,"Westminster, London, England, UK",1970-3-7,Rachel Weisz,54.0,"Won
        1
        Oscar.",45.7138945927
613,"Dorchester, Boston, Massachusetts, USA",1971-6-5,Mark Wahlberg,45.0,"Nominated for
        2
        Oscars.",44.4681724846
614,"The Bronx, New York City, New York, USA",1994-4-12,Saoirse Ronan,23.0,"Nominated for
        1
        Oscar.",21.6153319644
615,"Los Angeles, California, USA",1938-5-5,Michael Murphy,108.0,2 wins & 2 nominations.,77.5523613963
616,"Grand Falls, Newfoundland and Labrador, Canada",1930-7-12,Gordon Pinsent,130.0,15 wins & 15 nominations.,85.3661875428
617,"Greenwich, London, England, UK",1937-1-30,Vanessa Redgrave,130.0,"Won
        1
        Oscar.",78.8117727584
618,"Astoria, Queens, New York City, New York, USA",1928-3-19,Patrick McGoohan,63.0,"Won
        2
        Primetime Emmys.",87.6796714579
619,"New York City, New York, USA",1939-10-22,Tony Roberts,62.0,0,76.0876112252
620,"Cambridge, Massachusetts, USA",1940-11-15,Sam Waterston,91.0,"Nominated for
        1
        Oscar.",75.0198494182
621,"Samrong Young, Cambodia",1940-3-22,Haing S. Ngor,25.0,"Won
        1
        Oscar.",75.6714579055
622,"Hollywood, Los Angeles, California, USA",1941-12-9,Beau Bridges,192.0,"Won
        2
        Golden Globes.",73.954825462
623,"New York City, New York, USA",1937-10-11,Ron Leibman,52.0,"Nominated for
        1
        Golden Globe.",78.1163586585
624,"Buncrana, County Donegal, Ireland",1926-3-30,Ray McAnally,64.0,"Won
        2
        BAFTA Film Awards.",89.6509240246
625,"Paris, France",1964-3-9,Juliette Binoche,61.0,"Won
        1
        Oscar.",51.7070499658
626,"Hollywood, Los Angeles, California, USA",1936-3-5,Dean Stockwell,203.0,"Nominated for
        1
        Oscar.",79.7180013689
627,"Bramhall, Cheshire, England, UK",1912-8-15,Wendy Hiller,57.0,"Won
        1
        Oscar.",103.271731691
628,"Winston-Salem, North Carolina, USA",1922-2-9,Kathryn Grayson,26.0,1 win.,93.7850787132
629,"Pittsburgh, Pennsylvania, USA",1912-8-23,Gene Kelly,46.0,"Nominated for
        1
        Oscar.",103.249828884
630,"Winnetka, Illinois, USA",1925-11-17,Rock Hudson,75.0,"Nominated for
        1
        Oscar.",90.0150581793
631,"Cincinnati, Ohio, USA",1922-4-3,Doris Day,42.0,"Nominated for
        1
        Oscar.",93.6399726215
632,"Tulsa, Oklahoma, USA",1920-2-26,Tony Randall,94.0,"Nominated for
        6
        Golden Globes.",95.7399041752
633,"Prentice, Wisconsin, USA",1908-12-20,Dennis Morgan,79.0,0,106.924024641
634,"Belfast, Northern Ireland, UK",1960-12-10,Kenneth Branagh,58.0,"Nominated for
        5
        Oscars.",54.9514031485
635,"Point Pleasant, New Jersey, USA",1982-4-30,Kirsten Dunst,71.0,"Nominated for
        1
        Golden Globe.",33.5660506502
636,"Los Angeles, California, USA",1980-6-26,Jason Schwartzman,53.0,10 wins & 15 nominations.,35.40862423
637,"Cincinnati, Ohio, USA",1887-4-8,Walter Connolly,50.0,0,128.624229979
638,"Winnipeg, Manitoba, Canada",1921-12-4,Deanna Durbin,23.0,2 wins.,93.9685147159
639,"Woodhaven, Queens, New York City, New York, USA",1893-8-17,Mae West,13.0,2 wins.,122.264202601
640,"County Meath, Ireland",1884-12-12,Owen Moore,286.0,1 win.,130.943189596
641,"Philadelphia, Pennsylvania, USA",1968-9-25,Will Smith,37.0,"Nominated for
        2
        Oscars.",47.1594798084
642,"Nutley, New Jersey, USA",1933-9-18,Robert Blake,164.0,"Won
        1
        Golden Globe.",82.1793292266
643,"Atlanta, Georgia, USA",1942-3-29,Scott Wilson,77.0,"Nominated for
        1
        Golden Globe.",73.6536618754
644,"Penn's Grove, New Jersey, USA",1918-1-29,John Forsythe,101.0,"Won
        2
        Golden Globes.",97.8151950719
645,"Exmouth, Devon, England, UK",1940-9-3,Pauline Collins,63.0,"Nominated for
        1
        Oscar.",75.2197125257
646,"Enfield, Middlesex, England, UK",1941-2-17,Julia McKenzie,41.0,1 nomination.,74.7624914442
647,"Los Angeles, California, USA",1970-6-16,Clifton Collins Jr.,106.0,"Nominated for
        1
        Primetime Emmy.",45.4373716632
648,"Miami, Florida, USA",1959-3-23,Catherine Keener,72.0,"Nominated for
        2
        Oscars.",56.6707734428
649,"Waterbury, Connecticut, USA",1938-6-14,Nick Apollo Forte,2.0,0,77.4428473648
650,"Bascom, Florida, USA",1941-1-14,Faye Dunaway,110.0,"Won
        1
        Oscar.",74.855578371
651,"Paris, France",1983-2-21,Mélanie Laurent,38.0,17 wins & 19 nominations.,32.7529089665
652,"Omagh, Co. Tyrone, Northern Ireland, UK",1947-9-14,Sam Neill,120.0,"Nominated for
        3
        Golden Globes.",68.1916495551
653,"Montréal, Québec, Canada",1942-7-1,Geneviève Bujold,72.0,"Nominated for
        1
        Oscar.",73.3963039014
654,"Chilimodion, Corynth, Greece",1926-9-3,Irene Papas,85.0,6 wins & 1 nomination.,89.2210814511
655,"Kankakee, Illinois, USA",1908-8-30,Fred MacMurray,98.0,"Nominated for
        1
        Golden Globe.",107.230663929
656,"Victoria Peak, Hong Kong",1954-4-7,Jackie Chan,127.0,36 wins & 43 nominations.,61.6290212183
657,"Albany, New York, USA",1965-4-16,Michael Wong,111.0,2 nominations.,50.6036960986
658,"Crouch Hill, London, England, UK",1929-1-31,Jean Simmons,95.0,"Nominated for
        2
        Oscars.",86.8090349076
659,"Louisville, Kentucky, USA",1913-1-29,Victor Mature,56.0,1 win.,102.814510609
660,"Newport, Gwent, Wales, UK",1969-2-5,Michael Sheen,67.0,"Nominated for
        1
        Golden Globe.",46.7953456537
661,"Vicenza, Veneto, Italy",1974-8-20,Amy Adams,53.0,"Nominated for
        5
        Oscars.",41.2594113621
662,"New York City, New York, USA",1974-8-11,Chris Messina,53.0,3 wins & 7 nominations.,41.2840520192
663,"Passaic, New Jersey, USA",1939-5-30,Michael J. Pollard,111.0,"Nominated for
        1
        Oscar.",76.4845995893
664,"Scottsdale, Arizona, USA",1988-11-6,Emma Stone,35.0,"Nominated for
        1
        Oscar.",27.0444900753
665,"Saint Matthews, South Carolina, USA",1965-8-11,Viola Davis,73.0,"Nominated for
        2
        Oscars.",50.2833675565
666,"Montgomery, Alabama, USA",1970-5-25,Octavia Spencer,114.0,"Won
        1
        Oscar.",45.4976043806
667,"Beverly Hills, California, USA",1947-7-22,Albert Brooks,38.0,"Nominated for
        1
        Oscar.",68.3394934976
668,"Conyers, Georgia, USA",1958-3-20,Holly Hunter,56.0,"Won
        1
        Oscar.",57.6783025325
669,"Bow, London, England, UK",1882-7-27,Donald Crisp,170.0,"Won
        1
        Oscar.",133.32238193
670,"Wellington, New Zealand",1964-4-7,Russell Crowe,51.0,"Won
        1
        Oscar.",51.627652293
671,"Forest Gate, London, England, UK",1977-7-10,Chiwetel Ejiofor,43.0,"Nominated for
        1
        Oscar.",38.3709787817
672,"Bethesda, Maryland, USA",1951-2-23,Patricia Richardson,40.0,"Nominated for
        2
        Golden Globes.",64.7474332649
673," Christine Mary Dunford
",2015-11-23,Christine Dunford,71.0,0,0.0
674,"Los Angeles, California, USA",1926-11-30,Richard Crenna,116.0,"Nominated for
        3
        Golden Globes.",88.9801505818
675,"Marion, Indiana, USA",1931-2-8,James Dean,31.0,"Nominated for
        2
        Oscars.",84.7885010267
676,"The Bronx, New York City, New York, USA",1939-1-10,Sal Mineo,71.0,"Nominated for
        2
        Oscars.",76.8678986995
677,"Omaha, Nebraska, USA",1916-6-14,Dorothy McGuire,55.0,"Nominated for
        1
        Oscar.",99.4414784394
678,"New York City, New York, USA",1906-8-30,Joan Blondell,159.0,"Nominated for
        1
        Oscar.",109.232032854
679,"Mammoth Spring, Arkansas, USA",1950-8-15,Tess Harper,100.0,"Nominated for
        1
        Oscar.",65.273100616
680,"Fort Worth, Texas, USA",1947-7-3,Betty Buckley,48.0,1 win & 3 nominations.,68.3915126626
681,"Harbor City, California, USA",1958-9-16,Jennifer Tilly,115.0,"Nominated for
        1
        Oscar.",57.1854893908
682,"Greenwich, London, England, UK",1957-4-29,Daniel Day-Lewis,28.0,"Won
        3
        Oscars.",58.5681040383
683,"Paris, France",1975-9-30,Marion Cotillard,76.0,"Won
        1
        Oscar.",40.1478439425
684,"Alcobendas, Madrid, Spain",1974-4-28,Penélope Cruz,64.0,"Won
        1
        Oscar.",41.5715263518
685,"King's Norton, Worcestershire, England, UK",1902-5-2,Brian Aherne,67.0,"Nominated for
        1
        Oscar.",113.560574949
686,"Madras, Oregon, USA",1970-8-23,River Phoenix,23.0,"Nominated for
        1
        Oscar.",45.2511978097
687,"Birmingham, Michigan, USA",1950-4-4,Christine Lahti,72.0,"Won
        1
        Oscar.",65.6372347707
688,"The Bronx, New York City, New York, USA",1935-3-15,Judd Hirsch,76.0,"Nominated for
        1
        Oscar.",80.6926762491
689,"Steubenville, Ohio, USA",1917-6-7,Dean Martin,66.0,"Won
        1
        Golden Globe.",98.4613278576
690,"Los Angeles, California, USA",1919-1-13,Robert Stack,96.0,"Nominated for
        1
        Oscar.",96.8596851472
691,"Brooklyn, New York City, New York, USA",1918-10-17,Rita Hayworth,65.0,"Nominated for
        1
        Golden Globe.",97.1006160164
692,"London, England, UK",1910-3-1,David Niven,113.0,"Won
        1
        Oscar.",105.730321697
693,"West Bromwich, West Midlands, England, UK",1906-2-26,Madeleine Carroll,48.0,1 win.,109.73853525
694,"Omaha, Nebraska, USA",1899-5-10,Fred Astaire,50.0,"Nominated for
        1
        Oscar.",116.536618754
695,"Glendale, California, USA",1977-8-2,Edward Furlong,60.0,3 wins & 5 nominations.,38.3080082136
696,"Columbus, Ohio, USA",1951-11-15,Beverly D'Angelo,110.0,"Nominated for
        1
        Golden Globe.",64.0219028063
697,"Hollywood, Los Angeles, California, USA",1948-2-5,Barbara Hershey,99.0,"Nominated for
        1
        Oscar.",67.7973990418
698,"Philadelphia, Pennsylvania, USA",1946-6-28,Bruce Davison,228.0,"Nominated for
        1
        Oscar.",69.4045174538
699,"Los Angeles, California, USA",1947-2-24,Edward James Olmos,102.0,"Nominated for
        1
        Oscar.",68.7446954141
700,"New York City, New York, USA",1928-4-4,Estelle Harris,96.0,1 nomination.,87.6358658453
701,"White Plains, New York, USA",1921-10-1,James Whitmore,156.0,"Nominated for
        2
        Oscars.",94.1437371663
702,"Belleville, Illinois, USA",1971-3-7,Peter Sarsgaard,53.0,"Nominated for
        1
        Golden Globe.",44.7145790554
703,"Niagara Falls, New York, USA",1905-2-27,Franchot Tone,111.0,"Nominated for
        1
        Oscar.",110.735112936
704,"Palo Alto, California, USA",1978-4-19,James Franco,119.0,"Nominated for
        1
        Oscar.",37.5961670089
705,"Santa Monica, California, USA",1983-5-14,Amber Tamblyn,47.0,"Nominated for
        1
        Golden Globe.",32.5284052019
706,"Bedford, New York, USA",1983-2-27,Kate Mara,55.0,"Nominated for
        1
        Primetime Emmy.",32.7364818617
707,"Oxford, Oxfordshire, England, UK",1909-2-9,Heather Angel,63.0,1 win.,106.784394251
708,"London, England, UK",1924-3-28,Freddie Bartholomew,28.0,1 win.,91.6550308008
709,"Mexico City, Distrito Federal, Mexico",1920-11-25,Ricardo Montalban,172.0,"Won
        1
        Primetime Emmy.",94.9924709103
710,"Sturmer, Essex, England, UK",1946-2-5,Charlotte Rampling,116.0,"Nominated for
        1
        Primetime Emmy.",69.7960301164
711,"Vancouver, British Columbia, Canada",1914-1-30,John Ireland,201.0,"Nominated for
        1
        Oscar.",101.812457221
712,"The Bronx, New York City, New York, USA",1935-7-17,Diahann Carroll,60.0,"Nominated for
        1
        Oscar.",80.3531827515
713,"New York City, New York, USA",1953-9-4,Lawrence Hilton-Jacobs,78.0,1 win & 2 nominations.,62.2176591376
714,"London, England, UK",1890-5-23,Herbert Marshall,91.0,1 win.,125.500342231
715,"Grays, Essex, England, UK",1975-6-4,Russell Brand,27.0,5 wins & 12 nominations.,40.4709103354
716,"Houston, Texas, USA",1972-4-17,Jennifer Garner,50.0,"Won
        1
        Golden Globe.",43.6002737851
717,"Winnetka, Illinois, USA",1970-6-26,Chris O'Donnell,36.0,"Nominated for
        1
        Golden Globe.",45.4099931554
718,"Oxford, England, UK",1976-4-1,David Oyelowo,56.0,"Nominated for
        1
        Golden Globe.",39.6440793977
719,"Kensington, London, England, UK",1973-1-1,Carmen Ejogo,28.0,5 wins & 9 nominations.,42.8911704312
720,"London, England, UK",1961-5-14,Tim Roth,95.0,"Nominated for
        1
        Oscar.",54.5270362765
721,"The Bronx, New York, USA",1960-11-29,Cathy Moriarty,63.0,"Nominated for
        1
        Oscar.",54.9815195072
722,"Atlanta, Georgia, USA",1977-11-10,Brittany Murphy,65.0,3 wins & 18 nominations.,38.0342231348
723,"Newport Beach, California, USA",1971-6-25,Jason Lewis,47.0,0,44.4134154689
724,"Celle, Lower Saxony, Germany",1972-3-3,Christian Oliver,43.0,0,43.7234770705
725,"New Orleans, Louisiana, USA",1914-12-10,Dorothy Lamour,75.0,3 wins & 1 nomination.,100.952772074
726,"Ealing, London, England, UK",1922-5-31,Denholm Elliott,161.0,"Nominated for
        1
        Oscar.",93.4811772758
